,zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population,rfactor
642,38303,PO BOX,0,Jackson,,,TN,Madison County,America/Chicago,731,,US,35.63,-88.82,253,271.64703
643,38305,STANDARD,0,Jackson,,,TN,Madison County,America/Chicago,731,,US,35.7,-88.77,46670,269.10504
644,38308,PO BOX,0,Jackson,,,TN,Madison County,America/Chicago,731,,US,35.63,-88.82,560,271.64703
645,38310,STANDARD,0,Adamsville,,,TN,McNairy County,America/Chicago,731,,US,35.23,-88.38,5110,277.0133
646,38311,STANDARD,0,Bath Springs,,,TN,Decatur County,America/Chicago,"731, 931",,US,35.44,-88.1,770,267.9549
647,38313,STANDARD,0,Beech Bluff,,,TN,Madison County,America/Chicago,731,,US,35.6,-88.63,2850,270.23257
648,38314,PO BOX,0,Jackson,,Bemis,TN,Madison County,America/Chicago,731,,US,35.63,-88.82,48,271.64703
649,38315,STANDARD,0,Bethel Springs,Bethel Spgs,,TN,McNairy County,America/Chicago,731,,US,35.23,-88.6,2960,279.07178
650,38316,STANDARD,0,Bradford,,,TN,Gibson County,America/Chicago,731,,US,36.07,-88.81,2380,260.04077
651,38317,STANDARD,0,Bruceton,,,TN,Carroll County,America/Chicago,731,,US,36.03,-88.24,1890,250.00056
652,38318,STANDARD,0,Buena Vista,,,TN,Carroll County,America/Chicago,731,,US,35.98,-88.28,370,252.13663
653,38320,STANDARD,0,Camden,,,TN,Benton County,America/Chicago,"731, 931",,US,36.06,-88.1,8850,247.40594
654,38321,STANDARD,0,Cedar Grove,,,TN,Carroll County,America/Chicago,731,,US,35.81,-88.6,2240,263.0854
655,38324,PO BOX,0,Clarksburg,,,TN,Carroll County,America/Chicago,731,,US,35.87,-88.38,190,257.11832
656,38326,STANDARD,0,Counce,,,TN,Hardin County,America/Chicago,"256, 662, 731, 938",,US,35.03,-88.29,2240,282.82562
657,38327,STANDARD,0,Crump,,,TN,Hardin County,America/Chicago,731,,US,35.23,-88.32,420,276.69
658,38328,STANDARD,0,Darden,,,TN,Henderson County,America/Chicago,731,,US,35.63,-88.23,730,262.63873
659,38329,STANDARD,0,Decaturville,,,TN,Decatur County,America/Chicago,"731, 931",,US,35.58,-88.11,2810,262.38223
660,38330,STANDARD,0,Dyer,,,TN,Gibson County,America/Chicago,731,,US,36.07,-88.99,3370,262.9358
661,38331,PO BOX,0,Eaton,,,TN,Gibson County,America/Chicago,731,,US,35.96,-89.13,16,267.333
662,38332,STANDARD,0,Enville,,,TN,Chester County,America/Chicago,731,,US,35.38,-88.42,910,274.25134
663,38333,STANDARD,0,Eva,,,TN,Benton County,America/Chicago,"731, 931",,US,36.11,-87.99,370,244.61356
664,38334,STANDARD,0,Finger,,,TN,McNairy County,America/Chicago,731,,US,35.35,-88.61,1630,275.6784
665,38336,PO BOX,0,Fruitvale,,,TN,Crockett County,America/Chicago,731,,US,35.72,-89.06,0,272.10596
666,38337,STANDARD,0,Gadsden,,,TN,Crockett County,America/Chicago,731,,US,35.79,-89.01,1170,269.70593
667,38338,PO BOX,0,Gibson,,,TN,Gibson County,America/Chicago,731,,US,35.87,-88.85,352,265.60352
668,38339,STANDARD,0,Guys,,,TN,McNairy County,America/Chicago,"662, 731",,US,35.05,-88.52,630,284.48352
669,38340,STANDARD,0,Henderson,,,TN,Chester County,America/Chicago,731,,US,35.44,-88.64,10400,274.52063
670,38341,STANDARD,0,Holladay,,,TN,Benton County,America/Chicago,"731, 931",,US,35.89,-88.07,1860,250.28545
671,38342,STANDARD,0,Hollow Rock,,,TN,Carroll County,America/Chicago,731,,US,36.03,-88.27,1150,250.60718
672,38343,STANDARD,0,Humboldt,Three Way,,TN,Gibson County,America/Chicago,731,,US,35.82,-88.9,13290,267.53497
673,38344,STANDARD,0,Huntingdon,,Leach,TN,Carroll County,America/Chicago,731,,US,36.0,-88.41,7610,254.12845
674,38345,STANDARD,0,Huron,,,TN,Henderson County,America/Chicago,731,,US,35.58,-88.5,1790,268.98517
675,38346,PO BOX,0,Idlewild,,,TN,Gibson County,America/Chicago,731,,US,35.98,-88.77,67,261.40906
676,38347,STANDARD,0,Jacks Creek,,,TN,Chester County,America/Chicago,731,,US,35.48,-88.5,380,272.17828
677,38348,STANDARD,0,Lavinia,,,TN,Carroll County,America/Chicago,731,,US,35.86,-88.64,730,262.44275
678,38351,STANDARD,0,Lexington,,,TN,Henderson County,America/Chicago,731,,US,35.65,-88.39,15300,264.88464
679,38352,STANDARD,0,Luray,,,TN,Chester County,America/Chicago,731,,US,35.53,-88.53,540,271.09528
680,38355,STANDARD,0,Medina,,,TN,Gibson County,America/Chicago,731,,US,35.8,-88.77,7310,266.2433
681,38356,STANDARD,0,Medon,,,TN,Madison County,America/Chicago,731,,US,35.45,-88.86,1980,275.5548
682,38357,STANDARD,0,Michie,,,TN,McNairy County,America/Chicago,"662, 731",,US,35.06,-88.42,2340,283.0954
683,38358,STANDARD,0,Milan,,Milan Army Ammunition Plant,TN,Gibson County,America/Chicago,731,,US,35.91,-88.75,10520,262.78668
684,38359,STANDARD,0,Milledgeville,,,TN,McNairy County,America/Chicago,731,,US,35.37,-88.36,260,273.88452
685,38361,STANDARD,0,Morris Chapel,,,TN,Hardin County,America/Chicago,731,,US,35.31,-88.35,840,275.09824
686,38362,STANDARD,0,Oakfield,,,TN,Madison County,America/Chicago,731,,US,35.73,-88.78,1200,268.4641
687,38363,STANDARD,0,Parsons,,,TN,Decatur County,America/Chicago,"731, 931",,US,35.65,-88.12,4420,259.62445
688,38365,PO BOX,0,Pickwick Dam,,,TN,Hardin County,America/Chicago,731,,US,35.06,-88.24,245,281.39282
689,38366,STANDARD,0,Pinson,,,TN,Madison County,America/Chicago,731,,US,35.47,-88.73,1980,274.63904
690,38367,STANDARD,0,Ramer,Eastview,,TN,McNairy County,America/Chicago,"662, 731",,US,35.07,-88.61,2110,284.6729
691,38368,STANDARD,0,Reagan,,,TN,Henderson County,America/Chicago,731,,US,35.51,-88.35,1660,269.34827
692,38369,STANDARD,0,Rutherford,,,TN,Gibson County,America/Chicago,731,,US,36.12,-88.99,1550,261.80243
693,38370,STANDARD,0,Saltillo,,,TN,Hardin County,America/Chicago,731,,US,35.37,-88.21,530,272.4057
694,38371,STANDARD,0,Sardis,,,TN,Henderson County,America/Chicago,731,,US,35.44,-88.29,1060,270.99945
695,38372,STANDARD,0,Savannah,,,TN,Hardin County,America/Chicago,"256, 731, 931, 938",,US,35.22,-88.23,14420,276.1305
696,38374,STANDARD,0,Scotts Hill,,,TN,Henderson County,America/Chicago,731,,US,35.51,-88.23,1630,267.5354
697,38375,STANDARD,0,Selmer,,Lawton,TN,McNairy County,America/Chicago,731,,US,35.17,-88.59,7290,280.89804
698,38376,STANDARD,0,Shiloh,,,TN,Hardin County,America/Chicago,731,,US,35.11,-88.36,230,280.77155
699,38377,PO BOX,0,Silerton,,,TN,Hardeman County,America/Chicago,731,,US,35.34,-88.8,0,277.6054
700,38378,PO BOX,0,Spring Creek,,,TN,Madison County,America/Chicago,731,,US,35.76,-88.68,107,266.11115
701,38379,STANDARD,0,Stantonville,,,TN,McNairy County,America/Chicago,731,,US,35.15,-88.42,1090,280.00925
702,38380,STANDARD,0,Sugar Tree,,,TN,Decatur County,America/Chicago,"731, 931",,US,35.79,-88.02,430,252.40927
703,38381,STANDARD,0,Toone,,,TN,Hardeman County,America/Chicago,731,,US,35.35,-88.95,1200,278.63837
704,38382,STANDARD,0,Trenton,,,TN,Gibson County,America/Chicago,731,,US,35.97,-88.93,7540,264.35846
705,38387,STANDARD,0,Westport,,,TN,Carroll County,America/Chicago,731,,US,35.88,-88.29,330,255.16043
706,38388,STANDARD,0,Wildersville,"Parker Crossroads, Parker Xroads",,TN,Henderson County,America/Chicago,731,,US,35.78,-88.36,1370,259.53583
707,38389,PO BOX,0,Yorkville,,,TN,Gibson County,America/Chicago,731,,US,36.1,-89.12,163,264.13672
708,38390,STANDARD,0,Yuma,,,TN,Carroll County,America/Chicago,731,,US,35.86,-88.37,750,257.18457
709,38391,STANDARD,0,Denmark,,,TN,Madison County,America/Chicago,731,,US,35.54,-88.97,1060,274.89075
710,38392,STANDARD,0,Mercer,,,TN,Madison County,America/Chicago,731,,US,35.48,-89.03,620,276.02817
711,38393,PO BOX,0,Chewalla,,,TN,McNairy County,America/Chicago,731,,US,35.02,-88.67,0,287.41705
712,38401,STANDARD,0,Columbia,,,TN,Maury County,America/Chicago,"615, 629, 931",,US,35.62,-87.04,56060,244.27864
713,38402,PO BOX,0,Columbia,,,TN,Maury County,America/Chicago,931,,US,35.62,-87.04,1092,244.27864
714,38425,STANDARD,0,Clifton,,,TN,Wayne County,America/Chicago,"731, 931",,US,35.38,-87.99,1890,268.96283
715,38449,STANDARD,0,Ardmore,,Dellrose,TN,Giles County,America/Chicago,"256, 931, 938",,US,35.04,-86.82,2710,262.8484
716,38450,STANDARD,0,Collinwood,,,TN,Wayne County,America/Chicago,"731, 931",,US,35.17,-87.74,1950,273.4167
717,38451,STANDARD,0,Culleoka,,,TN,Maury County,America/Chicago,931,,US,35.46,-86.99,5070,248.88593
718,38452,STANDARD,0,Cypress Inn,,,TN,Wayne County,America/Chicago,"256, 931, 938",,US,35.05,-87.79,750,277.3652
719,38453,STANDARD,0,Dellrose,,,TN,Lincoln County,America/Chicago,931,,US,35.11,-86.8,440,259.34006
720,38454,STANDARD,0,Duck River,,,TN,Hickman County,America/Chicago,931,,US,35.71,-87.35,940,246.27834
721,38455,PO BOX,0,Elkton,,,TN,Giles County,America/Chicago,931,,US,35.06,-86.89,428,263.22748
722,38456,STANDARD,0,Ethridge,,,TN,Lawrence County,America/Chicago,931,,US,35.32,-87.3,3060,258.79785
723,38457,STANDARD,0,Five Points,,,TN,Lawrence County,America/Chicago,"256, 931, 938",,US,35.03,-87.28,660,271.76242
724,38459,STANDARD,0,Frankewing,,,TN,Lincoln County,America/Chicago,931,,US,35.19,-86.8,370,255.79877
725,38460,STANDARD,0,Goodspring,,,TN,Giles County,America/Chicago,931,,US,35.12,-87.14,1230,264.95795
726,38461,STANDARD,0,Hampshire,,,TN,Maury County,America/Chicago,931,,US,35.58,-87.35,1380,249.80666
727,38462,STANDARD,0,Hohenwald,Kimmins,,TN,Lewis County,America/Chicago,931,,US,35.55,-87.55,8960,253.54372
728,38463,STANDARD,0,Iron City,,,TN,Wayne County,America/Chicago,"256, 931, 938",,US,35.02,-87.58,2250,275.84796
729,38464,STANDARD,0,Lawrenceburg,,,TN,Lawrence County,America/Chicago,931,,US,35.24,-87.33,19570,263.3055
730,38468,STANDARD,0,Leoma,,,TN,Lawrence County,America/Chicago,931,,US,35.12,-87.3,4900,268.1289
731,38469,STANDARD,0,Loretto,,,TN,Lawrence County,America/Chicago,"256, 931, 938",,US,35.08,-87.43,3620,272.29874
732,38471,STANDARD,0,Lutts,,,TN,Wayne County,America/Chicago,"256, 731, 931, 938",,US,35.11,-87.9,380,276.37994
733,38472,STANDARD,0,Lynnville,,,TN,Giles County,America/Chicago,931,,US,35.37,-87.0,2520,251.4604
734,38473,STANDARD,0,Minor Hill,,,TN,Giles County,America/Chicago,"256, 931, 938",,US,35.03,-87.17,950,269.89032
735,38474,STANDARD,0,Mount Pleasant,Mt Pleasant,,TN,Maury County,America/Chicago,931,,US,35.55,-87.19,7280,248.9325
736,38475,STANDARD,0,Olivehill,,,TN,Hardin County,America/Chicago,"731, 931",,US,35.26,-88.04,620,274.0503
737,38476,STANDARD,0,Primm Springs,,,TN,Williamson County,America/Chicago,"615, 629, 931",,US,35.8,-87.25,1180,241.63156
738,38477,STANDARD,0,Prospect,,,TN,Giles County,America/Chicago,"256, 931, 938",,US,35.05,-87.0,2210,265.86346
739,38478,STANDARD,0,Pulaski,,,TN,Giles County,America/Chicago,931,,US,35.19,-87.03,14860,259.52673
740,38481,STANDARD,0,Saint Joseph,,St Joseph,TN,Lawrence County,America/Chicago,"256, 931, 938",,US,35.03,-87.49,820,274.7433
741,38482,STANDARD,0,Santa Fe,,,TN,Maury County,America/Chicago,"615, 629, 931",,US,35.75,-87.16,1690,241.63855
742,38483,STANDARD,0,Summertown,,,TN,Lawrence County,America/Chicago,931,,US,35.43,-87.33,5370,254.531
743,38485,STANDARD,0,Waynesboro,,,TN,Wayne County,America/Chicago,"731, 931",,US,35.32,-87.75,5020,267.68384
744,38486,STANDARD,0,Westpoint,,,TN,Lawrence County,America/Chicago,931,,US,35.15,-87.53,900,271.04724
745,38487,STANDARD,0,Williamsport,,,TN,Maury County,America/Chicago,931,,US,35.72,-87.23,1010,244.00757
746,38488,STANDARD,0,Taft,,,TN,Lincoln County,America/Chicago,"256, 931, 938",,US,35.05,-86.68,2170,260.25208
747,38501,STANDARD,0,Cookeville,Algood,,TN,Putnam County,America/Chicago,931,,US,36.15,-85.5,30840,205.97986
748,38502,PO BOX,0,Cookeville,,,TN,Putnam County,America/Chicago,931,,US,36.15,-85.5,1019,205.97986
749,38503,PO BOX,0,Cookeville,,,TN,Putnam County,America/Chicago,931,,US,36.16,-85.51,1395,206.01541
750,38504,STANDARD,0,Allardt,,,TN,Fentress County,America/Chicago,"423, 931",,US,36.39,-84.74,1090,189.60107
751,38505,UNIQUE,0,Cookeville,,Tennessee Tech Univ,TN,Putnam County,America/Chicago,931,,US,36.17,-85.51,71,205.92197
752,38506,STANDARD,0,Cookeville,,"Cookevl, Cookevle",TN,Putnam County,America/Chicago,931,,US,36.19,-85.43,26930,204.50726
753,38541,STANDARD,0,Allons,,,TN,Overton County,America/Chicago,"606, 931",,US,36.51,-85.32,1390,200.43823
754,38542,STANDARD,0,Allred,,,TN,Overton County,America/Chicago,931,,US,36.32,-85.2,31,200.03754
755,38543,STANDARD,0,Alpine,,,TN,Overton County,America/Chicago,931,,US,36.36,-85.14,480,199.28308
756,38544,STANDARD,0,Baxter,,,TN,Putnam County,America/Chicago,"615, 629, 931",,US,36.15,-85.63,6770,207.97018
757,38545,STANDARD,0,Bloomington Springs,Blmngton Spgs,,TN,Jackson County,America/Chicago,931,,US,36.22,-85.66,1170,207.63959
758,38547,STANDARD,0,Brush Creek,,,TN,Smith County,America/Chicago,"615, 629",,US,36.11,-86.01,1990,213.54837
759,38548,STANDARD,0,Buffalo Valley,Buffalo Vly,,TN,Putnam County,America/Chicago,"615, 629, 931",,US,36.18,-85.75,750,209.2312
760,38549,STANDARD,0,Byrdstown,,,TN,Pickett County,America/Chicago,"606, 931",,US,36.57,-85.13,3100,197.40945
761,38550,PO BOX,0,Campaign,,,TN,Warren County,America/Chicago,931,,US,35.77,-85.63,56,216.0197
762,38551,STANDARD,0,Celina,,,TN,Clay County,America/Chicago,"270, 364, 606, 931",,US,36.54,-85.5,3230,203.07141
763,38552,STANDARD,0,Chestnut Mound,Chestnut Mnd,,TN,Smith County,America/Chicago,"615, 629, 931",,US,36.22,-85.81,340,209.45126
764,38553,STANDARD,0,Clarkrange,,,TN,Fentress County,America/Chicago,931,,US,36.21,-84.96,2200,197.08353
765,38554,STANDARD,0,Crawford,,,TN,Overton County,America/Chicago,931,,US,36.24,-85.18,760,200.19421
766,38555,STANDARD,0,Crossville,"Fairfield Glade, Fairfld Glde",Fairfield,TN,Cumberland County,America/Chicago,"865, 931",,US,35.95,-85.03,16190,200.47595
767,38556,STANDARD,0,Jamestown,,,TN,Fentress County,America/Chicago,"423, 931",,US,36.43,-84.93,9990,194.37534
768,38557,PO BOX,0,Crossville,,,TN,Cumberland County,America/Chicago,931,,US,35.95,-85.03,1851,200.47595
769,38558,STANDARD,0,Crossville,,"Crossvl, Crossvle, Fairfield, Fairfield Glade, Fairfld Glade",TN,Cumberland County,America/Chicago,"865, 931",,US,36.01,-84.87,8870,197.18808
770,38559,STANDARD,0,Doyle,,,TN,White County,America/Chicago,931,,US,35.85,-85.51,1070,211.70068
771,38560,STANDARD,0,Elmwood,,,TN,Smith County,America/Chicago,"615, 629, 931",,US,36.24,-85.88,1230,210.0907
772,38562,STANDARD,0,Gainesboro,,,TN,Jackson County,America/Chicago,"615, 629, 931",,US,36.36,-85.65,4950,206.2637
773,38563,STANDARD,0,Gordonsville,,New Middleton,TN,Smith County,America/Chicago,"615, 629",,US,36.18,-85.93,2450,211.376
774,38564,STANDARD,0,Granville,,,TN,Jackson County,America/Chicago,"615, 629, 931",,US,36.27,-85.74,500,208.10028
775,38565,STANDARD,0,Grimsley,,,TN,Fentress County,America/Chicago,931,,US,36.25,-85.03,1080,198.23422
776,38567,STANDARD,0,Hickman,,,TN,Smith County,America/Chicago,"615, 629",,US,36.1,-85.9,830,212.28009
777,38568,STANDARD,0,Hilham,,,TN,Overton County,America/Chicago,931,,US,36.44,-85.47,1880,203.2796
778,38569,STANDARD,0,Lancaster,,,TN,Smith County,America/Chicago,"615, 629, 931",,US,36.09,-85.85,340,211.78474
779,38570,STANDARD,0,Livingston,,,TN,Overton County,America/Chicago,931,,US,36.38,-85.32,8190,201.18448
780,38571,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,"423, 865, 931",,US,36.05,-85.01,12070,199.40302
781,38572,STANDARD,0,Crossville,,,TN,Cumberland County,America/Chicago,"423, 931",,US,35.85,-85.13,10910,204.43246
782,38573,STANDARD,0,Monroe,,,TN,Overton County,America/Chicago,931,,US,36.45,-85.2,1840,199.55719
783,38574,STANDARD,0,Monterey,,,TN,Putnam County,America/Chicago,931,,US,36.13,-85.24,7440,202.07195
784,38575,STANDARD,0,Moss,,,TN,Clay County,America/Chicago,"270, 364, 615, 629, 931",,US,36.59,-85.68,890,204.76932
785,38577,STANDARD,0,Pall Mall,,,TN,Pickett County,America/Chicago,"423, 606, 931",,US,36.56,-84.95,900,193.2854
786,38578,PO BOX,0,Pleasant Hill,,,TN,Cumberland County,America/Chicago,931,,US,35.98,-85.2,698,203.25357
787,38579,STANDARD,0,Quebeck,,,TN,White County,America/Chicago,931,,US,35.84,-85.55,860,212.58565
788,38580,STANDARD,0,Rickman,,,TN,Overton County,America/Chicago,931,,US,36.29,-85.3,1920,201.4339
789,38581,STANDARD,0,Rock Island,Bone Cave,,TN,Warren County,America/Chicago,"423, 615, 629, 931",,US,35.71,-85.6,3680,217.52786
790,38582,STANDARD,0,Silver Point,,,TN,Putnam County,America/Chicago,"615, 629, 931",,US,36.09,-85.76,1250,210.60223
791,38583,STANDARD,0,Sparta,Ravenscroft,Riverwatch,TN,White County,America/Chicago,"615, 629, 931",,US,35.93,-85.47,21570,208.93579
792,38585,STANDARD,0,Spencer,,,TN,Van Buren County,America/Chicago,"423, 931",,US,35.74,-85.45,3550,214.15723
793,38587,STANDARD,0,Walling,,,TN,White County,America/Chicago,"615, 629, 931",,US,35.85,-85.62,1270,213.29578
794,38588,STANDARD,0,Whitleyville,,,TN,Jackson County,America/Chicago,"615, 629, 931",,US,36.48,-85.7,890,205.8389
795,38589,STANDARD,0,Wilder,,,TN,Fentress County,America/Chicago,931,,US,36.26,-85.08,220,198.97714
